Product Description,Price(Dollar),Number of  reviews,Free days,Shipment
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,4,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Pulse GL76 17.3"" FHD 144Hz Gaming Laptop: Intel Core i7-12700H RTX 3060 16GB 512GB NVMe SSD, Type-C USB 3.2 Gen 1, RGB Gaming Keyboard, Cooler Boost 5, Win11 Home: Black 12UEK-052",999,36,90 days FREE. Terms apply.,Ships to Bangladesh
"LG Gram 16Z90P Laptop 16"" Ultra-Lightweight, (2560 x 1600), Intel Evo 11th gen CORE i7, 16GB RAM, 256GB SSD, Windows 11 Home, 22 Hour Battery, Alexa Built-in, 2X USB-C, HDMI, USB-A - Black","1,092",3,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Predator Orion 3000 PO3-640-UR12 Gaming Desktop | 12th Gen Intel Core i7-12700F 12-Core | NVIDIA GeForce RTX 3070 | 16GB DDR4 | 1TB Gen3 SSD | 1TB HDD | Intel WiFi 6E AX211 | RGB Keyboard & Mouse,"1,496",3,90 days FREE. Terms apply.,Ships to Bangladesh
"Newest HP Envy 17t Touch(10th Gen Intel i7-1065G7, 16GB DDR4, NVIDIA GeForce 4GB GDDR5, Windows 10 Professional, 3 Years McAfee Internet Security Key, HP Warranty) Bang & Olufsen 17.3"" Laptop",899,194,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Chronos Gaming PC Desktop ñ Intel Core i7 12700K 3.6 GHz, NVIDIA RTX 3080, 1TB NVME SSD, 32GB DDR5 RAM RGB, 850W Gold PSU, 360mm AIO, 11AC Wi-Fi, Windows 11 Home 64-bit","2,299",1,90 days FREE. Terms apply.,Ships to Bangladesh
HP t430 Thin ClientIntel Celeron N4020 Dual-core (2 Core) 1.10 GHz,257,42,90 days FREE. Terms apply.,Ships to Bangladesh
"SAMSUNG 15.6î Galaxy Book2 Pro Laptop Computer, i5 / 8GB / 512GB, 12th Gen Intel Core Processor, Evo Certified, Lightweight, 2022 Model, Graphite","1,049",176,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 2022 Newest Laptop with Microsoft Office Included 1-Year, 15.6"" HD Screen, AMD Athlon 3050U 16GB RAM 1TB SSD HDMI Port Webcam Gold White Windows 11 | College Student Bundle, ROKC HDMI Cable",367,14,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer Chromebook 315 Laptop | Intel Celeron N5100 | 15.6"" Full HD IPS Display | Intel UHD Graphics | 8GB LPDDR4X | 64GB eMMC | Wi-Fi 6 | DTS Audio | Chrome OS | CB315-4H-C6MH,Silver","1,733",1,90 days FREE. Terms apply.,Ships to Bangladesh
Dell OptiPlex 7000 7400 All-in-One Computer - Intel Core i7 12th Gen i7-12700 Dodeca-core (12 Core) 2.10 GHz - 16 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe 3.0 x4 SSD - 23.8" Full HD 1920 x,169,1,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer Convertible 2-in-1 Chromebook, 13"" FHD IPS Touchscreen, MediaTek 4-Core Processor, 4GB Ram, 64GB SSD, Ultra-Fast WiFi, Chrome OS, Dale Silver (Renewed)",999,1,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Stealth 15M 15.6"" FHD 144Hz Ultra Thin and Light Gaming Laptop: Intel Core i7-1260P RTX 3060 16GB DDR5 512GB NVMe SSD , Thunderbolt 4, Cooler Boost 5, Win11 Pro: Carbon Gray B12UE-040","1,381",16,90 days FREE. Terms apply.,Ships to Bangladesh
HP Z2 G9 Workstation - Intel Core i7 Dodeca-core (12 Core) i7-12700 12th Gen 2.10 GHz - 16 GB DDR5 SDRAM RAM - 512 GB SSD - Mini PC,"1,109",101,90 days FREE. Terms apply.,"Get it Mon, Jul 3 - Wed, Jul 19"
"LG Gram 15Z95P Laptop 15.6"" Ultra-Lightweight, IPS, FHD (1920 x 1080), Intel CORE i7, 16GB RAM, 512GB SSD, Windows 11 Home, 80Wh Battery, Alexa Built-in, 2X USB-C, HDMI, USB-A ñ Black",170,154,90 days FREE. Terms apply.,Ships to Bangladesh
"SAMSUNG Electronics Chromebook 4 (2021 Model Without SD Slot) 11.6"" Intel UHD Graphics 600, Celeron Processor N4020, 4GB, 32GB, Wi-Fi - Platinum Titan (XE310XBA-KC1US)",281,3,90 days FREE. Terms apply.,Ships to Bangladesh
ASUS Intel Celeron N3350 4GB Memory 32GB eMMC 14-Inch Chromebook (Slate Gray),"1,079",11,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Spin 3 Convertible Laptop | 14" 1920x1080 IPS Touch Display | Intel Core i7-1255U | Intel Iris Xe Graphics | 16GB LPDDR4X | 512GB PCIe Gen 4 SSD | WiFi 6 | Dockable Active Stylus | SP314-55N-76EX,434,150,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer Aspire 3 17.3"" HD+ Premium Laptop | 11th Gen Intel Core i3-1115G4 | Intel UHD Graphics | Windows 11 Home | with Laptop Stand Bundle (Silver, 8GB DDR4 RAM | 256GB SSD)","2,452",2,90 days FREE. Terms apply.,"Get it Thu, Jun 22 - Wed, Jul 5"
Lenovo ThinkPad P16 G1 21D6006PUS 16" Mobile Workstation - QHD - 2560 x 1600 - Intel Core i7 12th Gen i7-12850HX Hexadeca-core (16 Core) 2.10 GHz - 32 GB Total RAM - 1 TB SSD - Storm Gray,349,15,90 days FREE. Terms apply.,Ships to Bangladesh
Newest Lenovo Chromebook Flex 5 Convertible 2-in-1 Laptop in Abyss Blue 13.3 FHD Touchscreen 11th Gen Intel Core i3-1115G4 up to 4.1Ghz 8GB DDR4 RAM 128GB SSD Intel Graphics Chrome OS (Renewed),"1,551",,90 days FREE. Terms apply.,"Get it Thu, Jun 22 - Wed, Jul 5"
Lenovo ThinkPad T14 Gen 3 21AH00BSUS 14" Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1260P Dodeca-core (12 Core) - 16 GB Total RAM - 8 GB On-Board Memory - 512 GB SSD - Thunder Black,69,,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer 11"" HD IPS Chromebook, Intel Celeron Processor Up to 2.48GHz, 16GB SSD, 4GB Ram, Ultra-Fast WiFi, HDMI, Chrome OS(Renewed)",908,,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Azure Gaming PC Desktop ñ Intel Core i5 10400F 2.9 GHz, RTX 3060, 1TB SSD, 16G DDR4 3200, 600W Gold PSU, AC Wi-Fi, Windows 11 Home 64-bit",189,,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,10,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Precision 3000 3571 15.6" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-12800H Dodeca-core (12 Core) 2.40 GHz - 32 GB Total RAM - 512 GB SSD - Titan Gray,"2,661",9,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 5000 5430 14" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 256 GB SSD - Gray,"1,525",16,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo Chromebook Flex 3 11.6"" HD (1366 x 768) TouchScreen 2-in-1 Laptop, Intel Celeron N4020, 4GB DDR4, 64GB eMMC, Webcam, WiFi, Bluetooth, MicroSD Card Reader, Chrome Os, GCube 64GB Micro SD Card",185,5,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS Zenbook Pro 17 Laptop, 17.3î Pantone Validated Display, AMD Ryzen 7 6800H CPU, AMD Radeon Graphics, 8GB RAM, 512GB SSD, WiFi 6E, Windows 11 Home, Tech Black, UM6702RA-DB71",999,1,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Prestige 16 Studio Laptop: Intel Core i7-13700H, GeForce RTX 4060, 16"" QHD+ 165Hz MiniLED Display, 32GB DDR5, 2TB NVMe SSD, HDMI, MicroSD Card Reader, Win 11 Pro: Urban Silver A13VF-039US","2,099",4,90 days FREE. Terms apply.,Ships to Bangladesh
Dell OptiPlex 5000 Desktop Computer - Intel Core i7 12th Gen i7-12700 Dodeca-core (12 Core) 2.10 GHz - 16 GB RAM DDR4 SDRAM - 512 GB M.2 PCI Express NVMe 3.0 x4 SSD - Tower - Black,"1,384",1,90 days FREE. Terms apply.,Ships to Bangladesh
Apple iPad (8th Gen.) - 128GB - WiFi - Space Gray (Renewed Premium),380,4,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS VivoBook S 14X OLED Laptop, 14.5î 2.8K 16:10 120Hz Display, Intel Evo Platform, Intel Core i5-12500H CPU, 8GB RAM, 512GB SSD, Windows 11 Home, Midnight Black, S5402ZA-DB51",851,20,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Creator Z16P 16"" Professional Creator Laptop: Intel Core i7-12700H RTX 3070 Ti 16GB DDR5 1TB NVMe SSD, QHD+ 165hz 100% DCI-P3, Thunderbolt 4 w/ PD Charging, Win 11 Pro: Lunar Gray B12UGST-042","2,720","1,552",90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkCentre M75s Gen 2 11R80039US Desktop Computer - AMD Ryzen 5 PRO 5650G Hexa-core (6 Core) 3.90 GHz - 8 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe x4 SSD - Small Form Factor - Black,697,3,90 days FREE. Terms apply.,Ships to Bangladesh
HP EliteDesk 800 G6 Desktop Computer - Intel Core i7 10th Gen i7-10700T Octa-core (8 Core) 2 GHz - 16 GB RAM DDR4 SDRAM - 512 GB NVMe M.2 PCI Express SSD - Desktop Mini - Black,"1,215",302,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 5000 5430 14" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz - 16 GB Total RAM - 256 GB SSD - Gray,"1,206",13,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo Legion T5 26IAB7 90SU000AUS Gaming Desktop Computer - Intel Core i7 12th Gen i7-12700 Dodeca-core (12 Core) - 32 GB RAM DDR5 SDRAM - 1 TB HDD - 1 TB NVMe M.2 PCI Express PCI Express NVMe 4.0 x4,"1,237",418,90 days FREE. Terms apply.,"Get it Tue, Jun 20 - Tue, Jun 27"
"ASUS ROG Flow Z13 Gaming Tablet, 13.4î 4K Display, RTX 3050 Ti, 12th Gen Intel Core i9, 16GB RAM, 1TB SSD, XG Mobile Dock (RTX 3080), Detachable RGB Keyboard, Stylus, Win11, GZ301ZE-XS94-B","3,294",,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Blaze ll Gaming PC Desktop ñ Intel i5-10400F, GTX 1660, 1TB NVME, 16G DDR4 3200, AC Wi-Fi, Windows 10 Home 64-bit, Black",999,,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 9000 9420 14" Notebook - Full HD Plus - 1920 x 1200 - Intel EVO Core i7 (11th Gen) i7-1185G7 Quad-core (4 Core) 3 GHz - 16 GB RAM - 512 GB SSD - Titan Gray,"2,430",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad X1 Yoga Gen 7 21CD0048US 14" Touchscreen Convertible 2 in 1 Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1265U Deca-core (10 Core) - 16 GB Total RAM - 512 GB SSD - Storm,"2,541",,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 7000 7430 14" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 512 GB SSD - Carbon Fiber,"1,260",,90 days FREE. Terms apply.,"Get it Fri, Jun 30 - Mon, Jul 17"
"ASUS Vivobook 15 OLED Laptop, 15.6î FHD OLED Display, AMD Ryzenô 5 7530U CPU, AMD Radeonô GPU, 8GB RAM, 512GB SSD, Windows 11 Home, Indie Black, M1505YA-DS52",699,,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 15-Inch HD Touchscreen Laptop, 10th Gen Intel Core i5-1035G1, 8 GB SDRAM, 512 GB Solid-State Drive, Windows 10 Home (15-dy1020nr, Natural Silver), 15-15.99 inches",484,,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 3000 3520 15.6" Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-1165G7 Quad-core (4 Core) 2.80 GHz - 8 GB Total RAM - 256 GB SSD - Black,"1,419",,90 days FREE. Terms apply.,Ships to Bangladesh
"ZOTAC Magnus ONE ECM7307LH Mini PC GeForce RTX 3070 LHR, Intel Core i7-10700, 16GB DDR4/512GB SSD/1TB HDD/Windows 10 Home 64-bit System, ZBOX-ECM7307LH-U-W2B","1,799",,90 days FREE. Terms apply.,Ships to Bangladesh
MSI Katana GF66 15.6" 144Hz 3ms FHD Gaming Laptop Intel Core i7-11800H RTX3060 16GB 1TBNVMe SSD Win10 - Black (11UE-031),"1,380",,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,48,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo Ideapad 3 17 17.3"" HD+ (1600 x 900) Laptop, Intel 10th Gen Core i5-1035G1, 1.0 GHz, 8GB RAM, 1TB HDD, Windows 10 Home, Abyss Blue",499,16,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Shadow Gaming PC Desktop ñ AMD Ryzen 5 7600X 4.7 GHz, RTX 3060 Ti, 1TB NVME SSD, 32G DDR5 RGB, 600W Gold PSU, 240mm AIO, AC Wi-Fi, Windows 11 Home 64-bit","1,499",39,90 days FREE. Terms apply.,Ships to Bangladesh
MSI Creator 17 17.3" UHD HDR1000 Mini LED Creator Laptop Intel Core i7-11800H RTX3080 32GB 1TB NVMe SSD Win10PRO VR Ready (B11UH-238),"2,676",17,90 days FREE. Terms apply.,Ships to Bangladesh
ASUS PN53-SYS735PX1TD0 R7 6800H/32/512/W11P/150W/VESA Desktop,860,7,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo 500e Chromebook 2nd Gen 81MC001EUS 11.6" Touchscreen 2 in 1 Chromebook - HD - 1366 x 768 - Intel Celeron N4120 Quad-core (4 Core) 1.10 GHz - 4 GB RAM - 32 GB Flash Memory - Black,269,9,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS ExpertBook B1 Business Laptop, 14î FHD, Intel Core i5-1135G7, 256GB SSD, 8GB RAM, Military Grade Durable, AI Noise Cancelling, Webcam Privacy Shield, Win 10 Pro, Star Black, B1400CEA-XH51",749,377,Save $100.00 with coupon,Ships to Bangladesh
"Skytech Chronos Gaming PC Desktop ñ AMD Ryzen 7 5800X 3.8 GHz, NVIDIA RTX 4070 Ti, 1TB NVME SSD, 16GB DDR4 RAM 3200, 750W Gold PSU, 360mm AIO, 11AC Wi-Fi, Windows 11 Home 64-bit","1,899",1,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS Vivobook 16 Laptop, 16î WUXGA (1920 x 1200) 16:10 Display, Intel Core i7-13700H CPU, Intel Iris X? Graphics, 8GB RAM, 1TB SSD, Windows 11 Home, Indie Black, F1605VA-DS74",849,802,90 days FREE. Terms apply.,Ships to Bangladesh
"CyberpowerPC Gamer Master Gaming PC, AMD Ryzen 7 7700X 4.5GHz, GeForce RTX 4070 Ti 12GB, 16GB DDR5, 1TB NVMe SSD, Wi-Fi Ready & Windows 11 Home (GMA1418A), White","1,989",1,90 days FREE. Terms apply.,Ships to Bangladesh
"Contixo Kids Tablet V10, 7-inch HD, Ages 3-7, Toddler Tablet with Camera, Parental Control -16GB, WiFi, Learning Tablet for Children with Teacher's Approved Apps, Kid-Proof Case & Stylus, Pink",69,15,90 days FREE. Terms apply.,Ships to Bangladesh
HP EliteBook 630 G9 13.3" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz - 16 GB Total RAM - 256 GB SSD,"1,314",1,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 9000 9430 14" Notebook - Full HD Plus - 1920 x 1200 - Intel Core i7 12th Gen i7-1265U Deca-core (10 Core) 1.10 GHz - Intel Evo Platform - 16 GB Total RAM - 16 GB On-Board Memory - 256,"1,915",2,90 days FREE. Terms apply.,Ships to Bangladesh
"2023 ROG Strix GA35CA Gaming Desktop PC, Factory Overclocked Intel Core i9-13900KF, NVIDIA GeForce RTX 3090, 1TB SSD Gen 4 + 2TB HDD, 32GB DDR5 RAM, Windows 11, G35CA-DH999","2,999",10,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Precision 3000 3460 Workstation - Intel Core i7 Dodeca-core (12 Core) i7-12700 12th Gen 2.10 GHz - 16 GB DDR5 SDRAM RAM - 512 GB SSD - Small Form Factor - Black,"1,779",260,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 8th Gen Intel Core i3-8145U, 4GB DDR4, 128GB PCIe Nvme SSD, Backlit Keyboard, Windows 10 in S Mode, A515-54-30BQ",379,,90 days FREE. Terms apply.,Ships to Bangladesh
ASUS PN53-BB5000X1TD R5-6600H/BT5.2/Radeon/BB/VESA Mini PC,432,,90 days FREE. Terms apply.,Ships to Bangladesh
"Samsung Chromebook 4 + (2021 Model) 15.6"" Intel UHD Graphics 600, Intel Celeron Processor N4020, 4GB, 32GB| Wi-Fi -(XE350XBA-KA1US), Silver",315,,90 days FREE. Terms apply.,Ships to Bangladesh
"Dell Inspiron 3910 Desktop 2TB SSD 64GB RAM Win 11 PRO (Intel Core i9-12900K Processor with Turbo Boost to 5.20GHz, 64 GB RAM, 2 TB SSD, Win 11 Pro) Compact Business PC Computer","1,089",,90 days FREE. Terms apply.,Ships to Bangladesh
"Dell XPS 15 9520 15.6"" Notebook - Full HD Plus - 1920 x 1200 - Intel Core i7 12th Gen i7-12700H Tetradeca-core (14 Core) - 16 GB Total RAM - 512 GB SSD - Platinum Silver, Black","1,851",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Summit E16 Flip 16"" QHD+ Touch Ultra Thin 2-in-1 Business Laptop: Intel Core i7-1260P RTX 3050 Ti 16GB LPDDR5 1TB NVMe, 360-Degree Flip, Thunderbolt 4, MSI Pen, Win 11 Pro: Ink Black A12UDT-007","1,432",,90 days FREE. Terms apply.,Ships to Bangladesh
"Corsair Voyager a1600 Gaming Laptop (AMD Ryzen R9 6900HS, AMD Radeon RX 6800M, 32GB DDR5, 16"" 2560x1600 240Hz IPS Screen, Cherry MX Ultra-Low Profile Keyswitches, Windows 11 Home Advanced) Black","1,799",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad E14 Gen 4 21E3008JUS 14" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 8 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD - Mineral Metallic,813,,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6î FHD Display, Intel Core i5-1135G7, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 10 Home, AI noise-cancellation, Dreamy White, S533EA-DH51-WH",729,,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,944,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Chronos Gaming PC Desktop - AMD Ryzen 7 3700X 3.6GHz, RTX 3070 8GB, 16GB DDR4 3200, 1TB NVME, 650W Gold PSU, Windows 10 Home 64-bit","1,499",24,90 days FREE. Terms apply.,Ships to Bangladesh
"2022 HP 14"" HD IPS Laptop, Windows 11 OS, Intel Pentium Quad-Core Processor Up to 3.0GHz, 4GB RAM, 128GB SSD, 4K Graphics, Dale Black(Renewed)",198,1,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 15 FHD Laptop, 2023 Newest Upgrade, AMD Ryzen 5 5500U, 32GB RAM, 1TB SSD, Webcam, Wi-Fi, Bluetooth, HDMI, USB-C, Fast Charge, Lightweight, Windows 11, School and Business Ready, ROKC HDMI Cable",749,16,90 days FREE. Terms apply.,Ships to Bangladesh
MSI GS66 Stealth 15.6" QHD 240Hz 2.5ms Ultra Thin and Light Gaming Laptop Intel Core i7-11800H RTX3080 16GB 1TB NVMe SSD Win10PRO VR Ready,"2,899",7,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkBook 21DJ0061US 15.6" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1240P - 16 GB Total RAM - 512 GB SSD,936,"4,988",90 days FREE. Terms apply.,Ships to Bangladesh
Acer Dell Latitude 7000 7520 15.6" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 16 GB RAM - 256 GB SSD - Black,828,2,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS VivoBook S 15 Slim Laptop, 15.6î FHD Display, AMD Ryzen 9 6900HX CPU, AMD Radeon Graphics, 16GB RAM, 1TB SSD, Windows 11 Home, Fingerprint Reader, Indie Black, S3502RA-DB94","1,054",8,90 days FREE. Terms apply.,Ships to Bangladesh
"HP Chromebook 14-Inch Laptop with 180-Degree Hinge, Full HD Screen, AMD Dual-Core A4-9120 Processor, 4 GB SDRAM, 32 GB eMMC Storage, Chrome OS (14-db0050nr, Snow White)","3,249",1,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Creator Z17 17"" Professional Creator Laptop: Intel Core i9-12900H RTX 3080 32GB DDR5 2TB NVMe SSD, QHD+ 165hz Touch 100% DCI-P3, Thunderbolt 4 w/ PD Charging, Win 11 Pro: Lunar Gray A12UHST-048",479,1,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Chromebook Spin 511 R753T R753T-C1PT 11.6" Touchscreen Convertible 2 in 1 Chromebook - HD - 1366 x 768 - Intel Celeron N5100 Quad-core (4 Core) 1.10 GHz - 8 GB RAM - 64 GB Flash Memory,175,68,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo 2023 14î HD IPS Chromebook, ARM Cortex 8-Core Processor Up to 2.0GHz, 4GB Ram, 128GB Storage(64GB SSD+64GB MicroSD), Super-Fast WiFi Speed, Chrome OS, Dale Blue (Renewed)","1,699",67,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Summit E16 Flip EVO 16"" QHD+ 165Hz Touch 2-in-1 Laptop: Intel Core i7-1360P, Intel Iris Xe, 32GB DDR5, 1TB NVMe SSD, 360 Flip, Pen, Win 11 Pro: Ink Black A13MT-258US",449,242,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS ExpertCenter PN64 Mini PC Barebone with Intel Core i5-12500H Mobile Processor, up to 64GB DDR5 RAM, Dual Storage Design, WiFi 6E, Bluetooth, USB-C with VESA Mount",439,42,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 15.6"" FHD, Ryzen 5-5500, 8GB RAM, 256GB SSD, Silver, Windows 10 Home, 15-EF2127",385,19,90 days FREE. Terms apply.,Ships to Bangladesh
2020 HP Pavilion 15.6 FHD 1920 x 1080 Laptop AMD Ryzen 5 4500U 8GB SDRAM 512GB SSD Windows 10 Horizon Blue (Renewed),"1,872",38,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 7000 7330 13.3" Touchscreen Rugged Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1145G7 Quad-core (4 Core) 2.60 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 512 GB SSD,"2,399",68,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Predator Orion 7000 PO7-640-UR11 Gaming Desktop | 12th Gen Intel Core i7-12700K 12-Core | NVIDIA GeForce RTX 3080 | 32GB DDR5 | 1TB PCIe Gen4 SSD | 2TB HDD | Intel Wi-Fi 6E | RGB Keyboard & Mouse,93,2,90 days FREE. Terms apply.,Ships to Bangladesh
"10.1 Inch Android Tablet -2 in 1 Tablet 1080p HD Display, 5000 mAH, Dual Camera, WiFi Compatibility, Quad-Core Processor, 2GB RAM, 32GB Storage, Magnetic Keyboard, Stylus Pen & Case Included- Silver",811,,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo Flex 5i - 14.0" FHD Touch Display - Intel Core i7-1165G7 - 12GB DDR4 RAM - 512GB M.2 NVMe SSD - Intel Iris Xe Graphics - Windows 11 Home - Graphite Grey,269,,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo 2023 Flex 14î 2-in-1 Convertible FHD IPS Touchscreen Laptop, Intel i3-1115G4 Processor Up to 4.10GHz, 4GB Ram, 256GB SSD, HDMI, Super-Fast 6th Gen WiFi, Windows 11, Dale Grey(Renewed)",479,,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer Swift 3 SF314-55-58P9, 14"" Full HD, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB PCIe SSD, Gigabit WiFi, Back-lit Keyboard, Windows 10 Professional","2,499",,90 days FREE. Terms apply.,Ships to Bangladesh
Corsair Vengeance i7400 Series Gaming PC - Liquid Cooled IntelÆ Coreô i7 13700K CPU - NVIDIAÆ GeForce RTXô 4070 Graphics - 32GB Vengeance RGB DDR5 5600MHz Memory - 1TB M.2 NVMe SSD - Black,826,,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS Zen AiO 24, 23.8î FHD Touchscreen Display, AMD Ryzen 5 5500U Processor, 8GB DDR4 RAM, 512GB SSD, Windows 10 Home, Kensington Lock, Wireless Keyboard and-Mouse Included, M5401WUA-DS503T","1,890",,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,1,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS PN62S Mini PC System with Intel Core i5-10210U, 8GB DDR4 RAM, M.2 PCIE 256GB SSD, WiFi 6, Bluetooth, USB-C, Windows 10 Pro (PN62S-SYS582PXFD), Black",497,10,90 days FREE. Terms apply.,Ships to Bangladesh
